,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
279,322 N 122nd St,1.5,3,Seattle,3,"This quintessential abode is open and bright and retains all of the appealing elements of its 1930’s beginnings. The home exudes a feeling of warmth and welcoming. The living room radiates with charm and features warm hardwood floors, large windows with garden views— all anchored by the 30’s fireplace with original tiles. The sunny back yard will be a favorite destination for leisure time this summer. There is plenty of space for entertaining on the garden patio surrounded by fragrant blooms.",0.0,47.7179686,Broadview,-122.3545093,6963.0,750000,Single Family Residential,MLS Listing,1720.0,436.0,WA,Active,http://www.redfin.com/WA/Seattle/322-N-122nd-St-98133/home/97750,1936.0,98133,N
280,20406 124th Ave NE #62,3.0,4,Bothell,3,"Perched up off a quiet street, w/ West facing territorial views, sits this pristine home. Gleaming hrdwd flrs flow thru an entry into the formal liv & din rms as well as into the gourmet kit w/ eating area, granite counter tops, ample storage, & pantry. A fam rm off the kit is perfect for cozying up w/ a book by the frplc. The backyard is a gardener's paradise. Main flr has a bed & full bth. Upstairs contains 3 more beds, 1 is a huge master suite, & loft area. A/C & 2 car garage. Northshore schools",37.0,47.7756252,Bothell,-122.17540459999998,3478.0,715000,Townhouse,MLS Listing,2655.0,269.0,WA,Active,http://www.redfin.com/WA/Bothell/20406-124th-Ave-NE-98011/unit-62/home/12092757,2007.0,98011,N
281,3924 243rd Place SE Unit G202,2.0,2,Bothell,3,"Quiet, Bright, Open & Updated 2bdm 2bth with Territorial view and high ceilings! Open Kitchen w/ Eating Bar & S. S. Appliances. Bath off Mstr Bdrm w/ Lrg Walk In Closet. Laundry room off hallway. Wood burning fireplace. New Dbl pane windows. Spacious Covered Patio and BBQ area. Private 1 Car Garage w/ Opener. Clubhouse W/ Party Space, Swimming Pool, Hot-Tub & Gym. Close to 405,Downtown Bothell, Shopping, Dining & UW Bothell campus. Complex surrounded by trees and green belt. Walk to bus line. NO RENT CAP.",423.0,47.776305,Bothell,-122.180125,701709.0,305000,Condo/Co-op,MLS Listing,983.0,310.0,WA,Active,http://www.redfin.com/WA/Bothell/3924-243rd-Pl-SE-98021/unit-G202/home/16879022,1997.0,98021,N
282,11015 164th Ave SE,,0,Renton,3,"4+ acres, level lot, close-in location! A great opportunity for a custom homesite. Exemplary Issaquah School District, easy access to shopping, amenities and freeways. Sold as-is. Lot is likely not subdividable. Water in street. Buyer to verify all information to own satisfaction. Don’t miss this fantastic opportunity!",0.0,47.5034009,Coalfield,-122.12335,179850.0,500000,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Renton/11015-164th-Ave-SE-98059/home/409491,,98059,N
283,3321 104th Place SE,2.75,4,Everett,3,"Perched above Hilton Lake, this luxury home offers a lifestyle for the discerning. Enjoy year-round Indoor-outdoor entertaining w/ Nana folding door systems that open to slate deck. Walls of windows & open concept spaces frame the lake view. Magnificent Spa-baths, Sub Zero wine closets, State-of-the-art Kitchen w/ 5 person eating bar, over-sized garage + shop. Guest are spoiled w/ walking-trails, basket/baseball field, tennis courts, game room w/ bar and surround sound. Min to all amenities & I-5.",34.0,47.902945,Hilton Lake,-122.1873881,8276.0,779000,Single Family Residential,MLS Listing,3125.0,249.0,WA,Active,http://www.redfin.com/WA/Everett/3321-104th-Pl-SE-98208/home/2782319,1979.0,98208,N
284,11405 21st Ave SW,1.75,4,Seattle,3,"Beautiful views of the Olympic Mountains! Great corner lot, soaring vaulted ceilings, gorgeous original hardwoods, beautiful upstairs living area wrapped in windows offering views of the Olympics Mtns & partial views of the Puget Sound w/ gas fireplace & striking brick mantle. Upstairs boasts a large kitchen w/ eating space, dining room & 2 bedrooms. Downstairs has 2 large bedrooms, its own entry, 2nd large kitchen, living area w/ fireplace that leads out to carport or outdoor entertaining area",0.0,47.5008175,Shorewood,-122.3608268,9381.0,599950,Single Family Residential,MLS Listing,1840.0,326.0,WA,Active,http://www.redfin.com/WA/Seattle/11405-21st-Ave-SW-98146/home/180624,1954.0,98146,N
285,411 Windsor Dr SE,4.0,4,Sammamish,3,"Walk out your door & onto the fairway from this exquisite Windsor Greens estate enveloped by lush manicured grounds encompassing an entertainer's patio, outdoor kitchen & bar. Fresh paint, honey hardwoods & soaring ceilings embody luxury comforts incl. a newly remodeled kitchen w/ gleaming quartz counters, ss appls & views of the 12th fairway. Lavish main floor master suite w/ spa bath incl. heated flrs & adjoining office w/ fp. Plateau Club amenities, plus bonus rm, 3 car garage & wine cellar.",83.0,47.60496970000001,Sammamish,-122.0057524,25326.0,1728000,Single Family Residential,MLS Listing,4670.0,370.0,WA,Active,http://www.redfin.com/WA/Sammamish/411-Windsor-Dr-SE-98074/home/434554,1997.0,98074,N
286,11321 E Riverside Dr,2.5,3,Bothell,3,"In the Heart of It All—Close-In Bothell, Stunning Remodel! Sited peacefully on 1.7 Ac. w/ plenty of privacy, find this 2,660 +/- asf home w/ Great Room that flows out to the large, covered, view deck w/ skylights. Flexible floorplan-3 beds upstairs + HUGE rec room or MIL space downstairs (closet, kitchenette, ¾ bath). Beautiful finishes: new doors, trim, flooring, kitchen & baths in a stunning color palette of quality materials. Fire pit & 2 decks in the “nature sanctuary” backyard! One-of-a-Kind!",0.0,47.7517821,Downtown Bothell,-122.1885119,74052.0,799950,Single Family Residential,MLS Listing,2660.0,301.0,WA,Active,http://www.redfin.com/WA/Bothell/11321-E-Riverside-Dr-98011/home/284605,1977.0,98011,N
287,24322 135th Ave SE,2.75,4,Kent,3,"Snuggled in the trees of Meridian Valley CC this 4 bedroom, 2.5 bath custom built home extends over 11 levels. The kitchen has granite counters, new SS appliances & walk-in pantry. The large deck off the kitchen is perfect for entertaining. Master retreat covers the top 2 levels & the MB has Carrara marble, dry sauna, walk-in steam shower & jetted tub. Fireplaces in both living & family room & the family room has gorgeous golf course views. Newer Acacia wood flows throughout most of the home.",75.0,47.3831188,Meridian Valley CC,-122.1610399,12640.0,625000,Single Family Residential,MLS Listing,2730.0,229.0,WA,Active,http://www.redfin.com/WA/Kent/24322-135th-Ave-SE-98042/home/401413,1978.0,98042,N
288,14580 NE 31st St Unit G-205,1.0,1,Bellevue,3,"This posh 1bd/bth home is walking distance to Microsoft, transit, and shopping. It is also easy access to 520, the NEW light rail coming soon, and 405. The community is newly updated with a modern flare, sitting in a private wooded setting, this community offers athletic court and outdoor pool. The interior of this home boasts updated kitchen, freshly painted, walk in closet, private deck, and much more!Don't Miss This One! No Rental Cap!",243.0,47.6380723,Microsoft,-122.146103,435710.0,259000,Condo/Co-op,MLS Listing,680.0,381.0,WA,Active,http://www.redfin.com/WA/Bellevue/14580-NE-31st-St-98007/unit-G205/home/21171,1978.0,98007,N
289,9404 36th Ave SE,2.5,4,Everett,3,"Don't Miss This One! One of a kind custom built home on a very private & large Half Acre Lot in the desirable Eastview Estate neighborhood! This 4-bedroom + office, 2.5 bath beautifully designed space features inlaid hardwood floors, granite counters, clawfeet tub, sub-zero refrigerator, built in Vac system. Amazing huge kitchen w french door. In-law Suite above oversized detached 3 car garage. Outdoor space w campfire spot, private deck w hot tub, bluestone patio, open space w privacy. Must See!",5.0,47.9123776,Eastmont,-122.1835698,22216.0,899000,Single Family Residential,MLS Listing,3110.0,289.0,WA,Active,http://www.redfin.com/WA/Everett/9404-36th-Ave-SE-98208/home/2815876,1989.0,98208,N
290,2815 E Denny Wy,1.0,2,Seattle,3,"This is an amazing opportunity! Bring your vision to make this cutie shine again or build your dream home in Madison Valley! Darling 2 bedroom, 1 bath house plus great yard with garden space. Value likely in the land. Close to shops, restaurants, transit, Arboretum and much more!",0.0,47.6187321,Madison Valley,-122.2952646,4500.0,575000,Single Family Residential,MLS Listing,650.0,885.0,WA,Active,http://www.redfin.com/WA/Seattle/2815-E-Denny-Way-98122/home/145771,1950.0,98122,N
291,1943 7th Ave W Unit B,3.25,4,Seattle,3,"Awe-Inspiring Olympic Mountain & Puget Sound VIEW townhome located at the top of Queen Anne. NW Contemporary, urban-styled turn-key home. Light & bright. Great amenities include large center island w SS countertop, SS appliances, granite countertop, 4 burner gas range. The entire top floor is dedicated to the Master Suite accentuated by barreled ceilings & lanai. Master BA is sumptuous. Radiant heat, 10 ft. ceil. 2 car tandem garage. * NO HOA * Separate MIL/ADU last rented for $1750/month.",0.0,47.6371813,Queen Anne,-122.3666357,1790.0,1379000,Townhouse,MLS Listing,2700.0,511.0,WA,Active,http://www.redfin.com/WA/Seattle/1943-7th-Ave-W-98119/unit-B/home/134961,2009.0,98119,N
292,11515 NE 112th St,1.75,3,Kirkland,3,"This spacious 3bd/2bth home on a large corner lot in the desirable Forbes Creek neighborhood is a must see. This classic rambler boast high ceilings with gorgeous wood paneling, updated kitchen, 2 car garage, and master suite with tons of natural light. Located minutes from Juanita Village, 405, and the NEW Totem Lake shopping area this home is not one to be missed. Looking for great schools? Lake Washington has you covered here. Don't Miss This One!",0.0,47.7001885,Forbes Creek,-122.1869638,9900.0,699000,Single Family Residential,MLS Listing,1900.0,368.0,WA,Active,http://www.redfin.com/WA/Kirkland/11515-NE-112th-St-98033/home/464266,1968.0,98033,N
293,12448 14th Ave S,1.5,3,Seattle,3,"This urban farmers dream home sits on a 15k sqft double lot (poss subdividable) showcasing manicured landscaping & large detached garage w/ finished shop, 2 other structures for animals, private entertaining areas, and LOTS open space for gardening. The modern buyer gets smart home design including; wireless lutron switches, usb ports & cat 6 ethernet in all rooms, LED lighting thru-out & solar ready design. All systems are BRAND NEW! 2018 Urban Farmhouse design. .. house is LIKE NEW! Must See!!!",0.0,47.4907548,Boulevard Park,-122.3150516,15000.0,469950,Single Family Residential,MLS Listing,1020.0,461.0,WA,Active,http://www.redfin.com/WA/Seattle/12448-14th-Ave-S-98168/home/189179,1928.0,98168,N
294,6809 E Mercer Wy,3.5,4,Mercer Island,3,"Vintage home with a craftsman aesthetic. A team of the region's finest craftspeople, designers & architects reinvented this 1934 classic. Love begins at the driveway which leads to ultra private setting with award winning landscape & year round color. Artisanal materials that include forged & cast bronze, solid hrdwds & ancient stone. Craftsmanship of a bygone era. Massive granite fireplace anchors the great room. One of a kind opportunity to find this kind of old world charm on the island.",0.0,47.541343,Eastside,-122.213321,26443.0,2495000,Single Family Residential,MLS Listing,4300.0,580.0,WA,Active,http://www.redfin.com/WA/Mercer-Island/6809-E-Mercer-Way-98040/home/256073,1934.0,98040,N
295,530 Broadway Ave E #115,1.5,1,Seattle,3,"The coveted Brix building enjoys a 96 walk score, 81 transit, and 72 bike score all in the heart of Capitol Hill. The garden courtyard is secure to building only and with ceiling to floor windows you'll feel like you're living in a garden, its so quiet all you hear are birds. The common area rooftop with it's stunning views, grills, and fire pit creates the perfect recipe for relaxed entertainment.",534.0,47.6237244,Capitol Hill,-122.3206618,,675000,Condo/Co-op,MLS Listing,925.0,730.0,WA,Active,http://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-115/home/21617402,2007.0,98102,N
296,20013 3rd Dr SE,2.0,3,Bothell,3,"Cute Tudor-Style home on a 1/4 acre lot near schools and within the new North Creek High School boundary. Quiet cul-de-sac location with no through traffic just minutes to all amenities, restaurants, Alderwood Mall, new Bothell downtown development district and every commuter route. Newer roof, updated baths, new gas fireplace in the family room, large master and an entertainment sized deck off the family room and kitchen. A peaceful wooded setting surrounds the home creating ample privacy.",0.0,47.8158649,Thrashers Corner,-122.2275091,10454.0,549900,Single Family Residential,MLS Listing,1608.0,342.0,WA,Active,http://www.redfin.com/WA/Bothell/20013-3rd-Dr-SE-98012/home/2806483,1986.0,98012,N
297,5606 80th Ave SE,4.5,4,Mercer Island,3,"Spectacular Views! Lake Washington, downtown Seattle and lingering Sunsets await you in this 2008 custom built Northwest Lodge style home. The great room features a beautiful stone fireplace and opens to the gourmet kitchen. This large home has room for all with large den, formal dining, rec room, media room and more. Spacious master suite is upstairs with two additional bedrooms. Unique, private setting adjacent to vacated street with path to Lake and also a short walk to Groveland Beach!",0.0,47.552206700000006,Groveland,-122.2313172,19050.0,3750000,Single Family Residential,MLS Listing,6440.0,582.0,WA,Active,http://www.redfin.com/WA/Mercer-Island/5606-80th-Ave-SE-98040/home/258841,2008.0,98040,N
298,8038 36th Ave NE,1.0,3,Seattle,3,"This light filled bungalow sits in the heart of Wedgwood. A neighborhood known for its easy living. Walk out your front door onto this quiet tree-lined street and within minutes be at your local coffee shop, grocer, fitness studio, farmers market, bank and restaurants. This home features hardwoods throughout, SS appliances, wine fridge for warm summer night entertaining and easy access to a beautiful large level yard with an abundance of possibilities.",0.0,47.6878462,Wedgwood,-122.28930590000002,5406.0,700000,Single Family Residential,MLS Listing,1800.0,389.0,WA,Active,http://www.redfin.com/WA/Seattle/8038-36th-Ave-NE-98115/home/316664,1947.0,98115,N
299,2522 SW 57th Ave,1.0,2,Seattle,3,"Check out this Alki cutie! It's only 300 feet from the beach & sound with a very short walk to restaurants, shops, and a community park. This over sized 6,780 sq. ft. lot has both street & alley access, garden space, a large work shop, parking for 4+ vehicles and room on the side of the house for an RV or boat. The attic has interior storage space or can be used as a bedroom. This is a fun spot to call home.",0.0,47.5805166,Alki,-122.4048949,6780.0,575000,Single Family Residential,MLS Listing,1860.0,309.0,WA,Active,http://www.redfin.com/WA/Seattle/2522-57th-Ave-SW-98116/home/150354,1918.0,98116,N
300,16029 SE 140th St,3.75,4,Renton,3,"Lot 4 - The Madrona - Set against evergreen woods, this home will appeal to all. Curved stairway, large entertaining room and complete gourmet kitchen. The covered deck and patio are surrounded by evergreens and provide access to yard. Mindy Estates is close to downtown Issaquah and also to Renton Highlands shopping. Schools are very close by. A rare find! Luxury plus ++!",0.0,47.47679960000001,Highlands,-122.1240631,7767.0,995000,Single Family Residential,MLS Listing,3294.0,302.0,WA,Active,http://www.redfin.com/WA/Renton/16029-SE-140th-St-98059/home/145561556,2018.0,98059,N
301,17218 SE 42nd Place,2.25,3,Bellevue,3,Your very own French inspired chateau with gorgeous garden space! This unique and whimsical home was built with reclaimed architectural pieces from various historical Seattle buildings making it truly one of a kind. Interior has been fully updated and offers a modern feel. Fireplace lover's dream! Three wood burning fireplaces including one in the master bedroom with marble mantles from the old Kinnear mansion. Enjoy Lake Sammamish views. Easy access to everything - close to 405 and I90.,0.0,47.5692881,Cougar Mountain,-122.1096134,15693.0,825000,Single Family Residential,MLS Listing,1430.0,577.0,WA,Active,http://www.redfin.com/WA/Bellevue/17218-SE-42nd-Pl-98006/home/236199,1974.0,98006,N
302,10250 NE 129th Lane,2.25,3,Kirkland,3,"WOW LOCATION! This 2 story townhouse in Springbrook Square in North Juanita is low maintenance and feels like a detached house in a well managed H. O. A. Not a condo, it has 3 bedrooms (2 with en-suite bath). There is another 1/2 bath in the utility room. It has been freshly painted and updated with refurbished hardwood floors, new carpets, fixtures and stainless steel appliances. Being move-in ready, you'll have to jump on this one. Low H. O. A. dues takes care of common areas.",130.0,47.7162761,North Juanita,-122.2038965,2436.0,595000,Townhouse,MLS Listing,1480.0,402.0,WA,Active,http://www.redfin.com/WA/Kirkland/10250-NE-129th-Ln-98034/home/456760,1984.0,98034,N
303,4822 S 292nd St,2.5,4,Auburn,3,"Tap into your imagination!Updated kitchen with new cabinets & granite counter tops. New flooring in the living room with a brick wood burning fireplace & vaulted ceilings. Deck just off the dining area with stairs leading down to the lower patio. Lower level brings you a rec room with a wood burning fireplace, a bedroom & three quarter bath. Slider from the rec room to the fenced backyard patio. Backyard with 2 out buildings; one is a hot tub house with an elevated wood walk to it and a storage shed.",0.0,47.3400635,West Hill,-122.2732136,12600.0,385000,Single Family Residential,MLS Listing,1850.0,208.0,WA,Active,http://www.redfin.com/WA/Auburn/4822-S-292nd-St-98001/home/210954,1978.0,98001,N
304,10129 Main St #101,1.0,2,Bellevue,3,"Stunning light filled corner unit in the heart of Old Bellevue! Enjoy 10' ceilings, huge living area soaked in natural light with slider opening up to large private deck with storage, perfect for entertaining. Updated kitchen with stainless steel appliances, tile backsplash and updated cabinets. First floor, east facing unit makes for comfortable summer living! Bellevue living at its finest! Enjoy dining, shopping, and parks right outside your front door! Walk score of 91!",493.0,47.6096317,Downtown,-122.2048568,41733.0,549000,Condo/Co-op,MLS Listing,1060.0,518.0,WA,Active,http://www.redfin.com/WA/Bellevue/10129-Main-St-98004/unit-101/home/73128,1969.0,98004,N
305,1100 17 Ave #204,1.0,0,Seattle,3,"Rockery gardens and sweeping stair entry lead to the ""1929"" Capitol/First Hill Barbara Frietchie ""Art Deco"" co-op building. 600 sq. ft. studio with direct view of the courtyard lives large!Charm of a bygone era!Shining hardwood oak floors, twinkling amber glass fireplace, mahogany kitchen cabinets w/ ornate stained glass, high cove ceilings, arched doorways, picture molding and a stunning period bath too! 3rd fl balcony view is a must! Unit near entry is a bonus! Don't miss this GEM!",370.0,47.611759,Capitol Hill,-122.309797,23616.0,320000,Condo/Co-op,MLS Listing,600.0,533.0,WA,Active,http://www.redfin.com/WA/Seattle/1100-17th-Ave-98122/unit-204/home/57331356,1929.0,98122,N
306,14200 NE 171st St Unit B101,1.0,1,Woodinville,3,"Cozy main level end unit condo has a nice southeast location. Brand new paint and carpet. Brick fireplace. Relaxing enclosed patio. Laundry in unit. Carport. 2 pets allowed. Woodland Hills is located in downtown Woodinville, easy access to shopping center and park & ride. Near parks and trails. The outdoor pool opens Memorial Day Weekend! Active HOA with reserve study, no assessment. Buildings were painted last Summer. Pre-inspected and no rental cap!",349.0,47.752249,Downtown Woodinville,-122.149646,,225000,Condo/Co-op,MLS Listing,604.0,373.0,WA,Active,http://www.redfin.com/WA/Woodinville/14200-NE-171st-St-98072/unit-B101/home/60597,1983.0,98072,N
307,177 107th Ave NE #1608,2.0,2,Bellevue,3,"Exquisite modern design 2 Bed | 2 Bath condo located in the heart of DT Bellevue! Open office/den, hand-scraped hardwoods, Broyhill Brasilia cabinets, and floor-to-ceiling tile wrapped bathrooms make this condo uniquely yours. Grand living and dining areas flow together to create the perfect entertaining space! Master Bed w/ ensuite bath & large balcony w/ sweeping Park & City views. Stunning kitchen featuring espresso cabinets, quartz counters, Wolf grill. Superb amenities & dedicated car space!",1305.0,47.6115888,Downtown,-122.198151,,1390000,Condo/Co-op,MLS Listing,1547.0,899.0,WA,Active,http://www.redfin.com/WA/Bellevue/177-107th-Ave-NE-98004/unit-1608/home/68648,1995.0,98004,N
308,15108 111th Ave NE,2.0,3,Bothell,3,"Conveniently located rambler in popular Carlyle neighborhood. 1680 Sq ft. 3 bedroom 2 bath home with a spacious floor-plan. Warm colors, open kitchen and granite counter-tops leading to large family room. Living room boasts a fireplace. Large bath off master. Two car garage. Over 9000 square foot lot of which the back yard is fenced.",0.0,47.7375098,Juanita,-122.1920496,9039.0,474500,Single Family Residential,MLS Listing,1680.0,282.0,WA,Active,http://www.redfin.com/WA/Bothell/15108-111th-Ave-NE-98011/home/457403,1976.0,98011,N
309,5028 157th Ave SE,2.75,4,Bellevue,3,"Breathtaking Bellevue residence w/ views of Lake WA, territorial, & the Cascades. Enjoy the lush greenery that surrounds this private and commanding elevated lot. Original oak hardwoods, cork wood, travertine, granite and ceramic tile, stainless stl appliances and walk-in pantry. Master suite includes walk-in closet and master bath w/ utility room. Guest bdrm below with 3/4 bath and great family room that leads to rec/media room. New energy-saving windows, furnace & water heater. A must see!",0.0,47.5564183,Eaglesmere,-122.1304354,13300.0,1190000,Single Family Residential,MLS Listing,3130.0,380.0,WA,Active,http://www.redfin.com/WA/Bellevue/5028-157th-Ave-SE-98006/home/237187,1987.0,98006,N
310,1601 NE Falls Dr,2.5,3,Issaquah,3,"Absolutely stunning home in the premier neighborhood of Forest Ridge in Issaquah Highlands. Unbeatable location next to Sip, Agave, Regal Cinemas, Ram Brewery & just minutes to I90. Superb finish lvl w/ immaculate hardwd floors, oversized windows & modern touches throughout. Chefs kitchen w/ sleek surfaces, SS appliances, gas range, dbl oven & eat up bar. Master ste retreat w/ luxurious 5pc bath & views to lush greenbelt. A/C, bonus loft & two more sun-filled rooms complete the home. This is it!",76.0,47.5420171,Issaquah Highlands,-122.0099988,3700.0,1025000,Single Family Residential,MLS Listing,2350.0,436.0,WA,Active,http://www.redfin.com/WA/Issaquah/1601-NE-Falls-Dr-98029/home/44657322,2013.0,98029,N
311,3420 91st St SE Unit B,2.5,3,Everett,3,"Spacious 2 story townhouse with no pesky HOA Dues or Association. Inviting Living Area with cozy fireplace, gourmet Kitchen and deck to fully fenced yard. Great floorplan and move in ready.",0.0,47.914747,Eastmont,-122.18563799999998,3907.0,349999,Townhouse,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Everett/3420-91st-St-SE-98208/unit-B/home/2895684,2000.0,98208,N
312,13000 Admiralty Wy Unit B205,1.75,2,Everett,3,"Bright and sunny unit in Walden Park features spacious living rm & dining area with an open concept & gas fireplace. Spacious kitchen includes all appliances & lots of cabinet space. 2 bedrooms with 2 baths. Vaulted ceilings, radiant in-floor heat, stackable washer/dryer, private deck w/ storage & community athletic court for your enjoyment! Condo includes TWO covered reserved parking space & plenty of guest parking. Convenient to Boeing, bus line, I-5 & Hwy 99. Well-maintained community & HOA.",252.0,47.8804869,Everett,-122.2588092,322147.0,249950,Condo/Co-op,MLS Listing,830.0,301.0,WA,Active,http://www.redfin.com/WA/Everett/13000-Admiralty-Way-98204/unit-B205/home/2898139,2002.0,98204,N
313,400 Highland Dr,2.25,4,Seattle,3,"To be perched high off a coveted street, to see all there is to see and enjoy a true sense of privacy; is the ultimate luxury. Be captivated by views of Lake Union to the Sound, with downtown cityscape and the Space Needle in between. This home has them all. Period touches throughout include the tall coved ceilings, Batchelder fireplace, original wood floors, period lighting & door hardware A legal mother-in-law to rent or for your house guests. Front patio as well as back landscaping are fab!",0.0,47.629966,Queen Anne,-122.3487694,6098.0,1800000,Single Family Residential,MLS Listing,2410.0,747.0,WA,Active,http://www.redfin.com/WA/Seattle/400-Highland-Dr-98109/home/132370,1929.0,98109,N
314,22923 F 79th Lane W Unit F,3.0,4,Edmonds,3,"New Luxury Townhomes in very desirable Edmonds area. Open floor plans & large windows for plenty of natural light. Master suite features vaulted ceiling w/ fan, private bath, large WIC. Kitchen boasts granite counters, stainless appliances & Lounge. Hardwood laminate floors in kitchen, dining & powder, plus great room. Lower floor en suite, slider opens to covered deck for enjoyment. Gas fireplace in great room. Photo's of diff plan in talamore. Close to Everything!GPS-7907 230th St SW, Edmonds",122.0,47.8245561,Esperance,-122.34023,1392.0,669990,Townhouse,MLS Listing,2122.0,316.0,WA,Active,http://www.redfin.com/WA/Edmonds/22923-79th-Pl-W-98026/unit-F/home/145561352,2018.0,98026,N
315,19507 NE 162nd St,2.5,3,Woodinville,3,"Natural light in & gorgeous landscaping out set this remodeled Cottage Lake home apart from the crowd. Close to CL Elementary & short commute to Redmond, this home is close in yet feels secluded. Almost an acre w/ 2 water features & multiple decks/patios. DIYers dream workshop + garden shed. Backs to 3-acre greenbelt for added privacy. Kitchen boasts custom cherry cabinets, granite & SS appliances. Two beautiful rock fireplaces. Lots of options w/ 3 bedrms up & 2 extra rooms down. Pre-inspected.",0.0,47.7452018,Cottage Lake,-122.0760029,34100.0,730000,Single Family Residential,MLS Listing,2366.0,309.0,WA,Active,http://www.redfin.com/WA/Woodinville/19507-NE-162nd-St-98077/home/269429,1977.0,98077,N
316,1109 200th St SW,2.5,3,Lynnwood,3,"A private oasis that promotes relaxation, while still offering the perfect commute to either I5/405. This Spacious home has 3 bedrooms plus office (nonconforming 4th bedroom downstairs), and 2.75 baths. Large master with en-suite. Downstairs has large rec room and bar/w patio access to BBQ area. Relax at the eat in kitchen, or formal dining area. Enjoy the summer with the AC/Heat pump or on the expansive deck. This retreat is on a cul-de-sac and is a nature retreat. RV parking on side of house.",0.0,47.81728870000001,Alderwood Manor,-122.2484317,12632.0,645000,Single Family Residential,MLS Listing,2858.0,226.0,WA,Active,http://www.redfin.com/WA/Lynnwood/1109-200th-St-SW-98036/home/2752058,1973.0,98036,N
317,12842 1st Ave S,2.0,5,Burien,3,"Nearly new inside and out! This Cedarhurst daylight basement rambler has been meticulously maintained and lovingly cared for. Features include three comfortable bedrooms up and two down, two full baths, two full kitchens. Newer systems, wiring, and plumbing. New paint and flooring. It’s all done! All you need to do is move in and begin enjoying this outstanding house!! Separate entrances and office zoning provide nearly unlimited options for this property too. Come see for yourself. .",0.0,47.4872919,Cedarhurst,-122.3334235,7750.0,450000,Single Family Residential,MLS Listing,2340.0,192.0,WA,Active,http://www.redfin.com/WA/Burien/12842-1st-Ave-S-98168/home/188591,1951.0,98168,N
318,17323 Ashworth Ave N,3.0,3,Shoreline,3,"Well maintained home on a corner lot, conveniently located near freeways and shopping. Kitchen with SS appliances has eating bar & opens to formal dining room w/ coffered ceiling & access to a private deck for outdoor dining. Sunny living room features gas fireplace. Bonus/ Den upstairs. Roomy master w/ 5 pc bath & walk in closet. Lower level offers a generous family room, 3rd bedroom & full bath. Fresh interior paint & brand new carpet, recently replaced hot water tank. Easy care landscape.",0.0,47.7546328,Shoreline,-122.3404536,4105.0,699000,Single Family Residential,MLS Listing,2290.0,305.0,WA,Active,http://www.redfin.com/WA/Shoreline/17323-Ashworth-Ave-N-98133/home/2079366,2004.0,98133,N
319,8804 221st Ave NE,2.5,5,Redmond,3,"Beautifully remodeled, traditional floor plan. Master on main and additional bdrm on main floor. Rooms are large and spacious. Home also includes new furnace and air conditioning. Situated on a private, secluded, 2+ acre level lot. Large 18 x 30 ft. detached garage for extra vehicles/boat or whatever. Comcast hi-speed internet 250 mg download. Phenomenal biking and outdoor activity neighborhood Great Lake Washington schools. Close to Costco, hospitals, shopping, and convenient access to Hwy 520.",0.0,47.6803234,Union Hill,-122.044059,96703.0,1050000,Single Family Residential,MLS Listing,2916.0,360.0,WA,Active,http://www.redfin.com/WA/Redmond/8804-221st-Ave-NE-98053/home/444455,1989.0,98053,N
320,9909 NE 1st St #209,1.75,2,Bellevue,3,"Welcome to the vibrant urban life while retreating with serenity! Close to Downtown park & Bellevue Square mall & restaurants. Brick building with the charming courtyard/the fountain. Unit is on the entry level at the corner. Separate & Quiet. Spacious living and dining room. Private deck. Master bedroom facing the courtyard. Upgraded bathrooms & kitchen. New Carpet through the building. Low HOA dues incl. gas etc. Rooftop deck to enjoy the panorama view of the Bay, Lake, City skyline & Mt. Rainier.",383.0,47.6114972,Downtown,-122.2083162,32300.0,629000,Condo/Co-op,MLS Listing,1165.0,540.0,WA,Active,http://www.redfin.com/WA/Bellevue/9909-NE-1st-St-98004/unit-209/home/2063556,1970.0,98004,N
321,6356 138th Ave NE #280,2.0,2,Redmond,3,"Top floor condo with mountain and territorial views in the gated community of Sixty-01. Large 2 bedroom 2 bath home features vaulted ceilings and elevator access. Many updates including fresh paint, new carpet and Vinyl Plank Flooring. Brand new SS kitchen appliances, new bathroom vanities, fixtures, and lighting. Wood stove, 2 covered balconies, generous storage. This community offers lakes, pools, clubhouse, Gym/spa, trails. Very Convenient Location, No Rental Cap.",552.0,47.6632609,Redmond,-122.1571095,433288.0,399000,Condo/Co-op,MLS Listing,1123.0,355.0,WA,Active,http://www.redfin.com/WA/Redmond/6356-138th-Ave-NE-98052/unit-280/home/33408,1969.0,98052,N
