,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
136,Condo/Co-op 2018,9815 Holly Drive Unit A305 Everett WA 98204,Everett Mall,217000.0,2,2,105,120080,104,219.,http://www.redfin.com/WA/Everett/9815-Holly-Dr-98204/unit-A305/home/2812874
137,Condo/Co-op 2018,9815 Holly Dr Unit A207 Everett WA 98204,Everett,212000.0,2,2,105,97298,104,219.,http://www.redfin.com/WA/Everett/9815-Holly-Dr-98204/unit-A207/home/2812860
138,Vacant Land 2018,2626 Russell Wy Everett WA 98203,Evergreen,300000.0,0,2.69,266,22651,112,212.,http://www.redfin.com/WA/Everett/2626-Russell-Way-98204/home/145870996
139,Single Family Residential 2018,12030 Alexander Road Everett WA 98204,Mukilteo Speedway,365000.0,3,1,113,23522,129,212.,http://www.redfin.com/WA/Everett/12030-Alexander-Rd-98204/home/2729724
140,Mobile/Manufactured Home 2018,815 124th St SW #63 Everett WA 98204,Mariner,240000.0,2,1.75,130,1186466,139,212.,http://www.redfin.com/WA/Everett/815-124th-St-SW-98204/unit-63/home/103957375
141,Vacant Land 2018,226 106th St SW Everett WA 98204,Everett Mall,410000.0,0,2.69,266,17646,153,212.,http://www.redfin.com/WA/Everett/226-106th-St-SW-98204/home/2704859
142,Single Family Residential 2018,2908 122nd St SW Everett WA 98204,Paine Field,600000.0,0,2.69,108,20909,195,212.,http://www.redfin.com/WA/Everett/2908-122nd-St-SW-98204/home/2729692
143,Single Family Residential 2018,213 105th St SW Everett WA 98204,Everett,289900.0,2,1,788,8276,203,212.,http://www.redfin.com/WA/Everett/213-105th-St-SW-98204/home/2704727
144,Single Family Residential 2018,10500 Holly Dr Everett WA 98204,Paine Field,580000.0,3,1.5,144,40075,259,212.,http://www.redfin.com/WA/Everett/10500-Holly-Dr-98204/home/2736304
145,Single Family Residential 2018,10430 Holly Dr Everett WA 98204,Paine Field,570000.0,3,1.5,133,40075,259,212.,http://www.redfin.com/WA/Everett/10430-Holly-Dr-98204/home/2736303
146,Vacant Land 2018,2325 103rd St SW Everett WA 98204,Everett,2000000.0,0,2.69,266,123710,589,212.,http://www.redfin.com/WA/Everett/2325-103rd-St-SW-98204/home/2729879
147,Condo/Co-op 2018,11632 Admiralty Way Unit D Everett WA 98204,Everett,249500.0,2,2.5,123,97298,200,212.,http://www.redfin.com/WA/Everett/11632-Admiralty-Way-98204/unit-D/home/2809262
148,Townhouse 2018,729 112th St Sw B3 Lot 5 Everett WA 98204,Village Crest,438492.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-5/home/147111541
149,Townhouse 2018,729 112th St Sw B1 Lot 7 Everett WA 98204,Village Crest,436915.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-7/home/147111540
150,Townhouse 2018,729 112th St Sw C3 Lot 8 Everett WA 98204,Village Crest,438274.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-8/home/147111539
151,Townhouse 2018,729 112th St Sw C1 Lot 10 Everett WA 98204,Village Crest,441253.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-10/home/147111538
152,Townhouse 2018,729 112th St Sw H3 Lot 23 Everett WA 98204,Village Crest,440423.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-23/home/147111537
153,Townhouse 2018,729 112th St Sw H2 Lot 24 Everett WA 98204,Village Crest,402167.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-24/home/147111520
154,Townhouse 2018,729 112th St Sw H1 Lot 25 Everett WA 98204,Village Crest,438600.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-25/home/147111536
155,Townhouse 2018,729 112th St Sw K3 Lot 29 Everett WA 98204,Village Crest,438312.0,4,3.5,217,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-29/home/147111535
156,Townhouse 2018,729 112th St Sw E3 Lot 14 Everett WA 98204,Village Crest,401059.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-14/home/147111533
157,Townhouse 2018,729 112th St Sw E2 Lot 15 Everett WA 98204,Village Crest,382014.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-15/home/147111532
158,Townhouse 2018,729 112th St Sw E1 Lot 16 Everett WA 98204,Village Crest,398039.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-16/home/147111531
159,Townhouse 2018,729 112th St Sw F1 Lot 17 Everett WA 98204,Village Crest,400202.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-17/home/147111530
160,Townhouse 2018,729 112th St Sw F2 Lot 18 Everett WA 98204,Village Crest,382022.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-18/home/147111528
161,Townhouse 2018,729 112th St Sw F3 Lot 19 Everett WA 98204,Village Crest,397193.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-19/home/147111527
162,Townhouse 2018,729 112th St Sw G2 Lot 21 Everett WA 98204,Village Crest,382475.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-21/home/147111526
163,Townhouse 2018,729 112th St Sw G3 Lot 20 Everett WA 98204,Village Crest,396152.0,2,2.5,149,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-20/home/147111525
164,Townhouse 2018,729 112th St Sw B2 Lot 6 Everett WA 98204,Village Crest,404062.0,3,2.5,170,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-6/home/147111523
165,Townhouse 2018,729 112th St Sw C2 Lot 9 Everett WA 98204,Village Crest,402438.0,3,2.5,170,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-9/home/147111521
166,Townhouse 2018,729 112th St Sw J2 Lot 27 Everett WA 98204,Village Crest,401632.0,3,2.5,170,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-27/home/147111519
167,Townhouse 2018,729 112th St Sw K2 Lot 30 Everett WA 98204,Village Crest,401752.0,3,2.5,170,97298,1,212.,http://www.redfin.com/WA/Everett/729-112th-St-SW-98204/unit-30/home/147111518
168,Townhouse 2018,Hampton Everett WA 98204,Village Crest,1.0,4,3.5,217,97298,156,212.,http://www.redfin.com/WA/Everett/Village-Crest/Hampton/home/147111534
169,Townhouse 2018,Florence Everett WA 98204,Village Crest,1.0,2,2.5,149,97298,156,212.,http://www.redfin.com/WA/Everett/Village-Crest/Florence/home/147111524
170,Townhouse 2018,Azalea Everett WA 98204,Village Crest,1.0,3,2.5,170,97298,156,212.,http://www.redfin.com/WA/Everett/Village-Crest/Azalea/home/147111517
171,Townhouse 2018,Unit 85 - A/a Bldg O Everett WA 98204,Arcadia Terrace,374995.0,2,2.5,144,97298,156,212.,http://www.redfin.com/WA/Everett/Arcadia-Terrace/Unit-85-A-a-Bldg-O/home/146447575
172,Single Family Residential 2018,544 San Juan Dr Friday Harbor WA 98250,Friday Harbor,2175000.0,3,2.75,354,84942,125,212.,http://www.redfin.com/WA/Friday-Harbor/544-San-Juan-Dr-98250/home/16746697
173,Vacant Land 2018,1 Lot Quadra Lane San Juan Island WA 98250,Central,99000.0,0,2.69,266,27212,127,212.,http://www.redfin.com/WA/San-Juan-Island/1-Lot-Quadra-Ln-98250/home/146399580
174,Single Family Residential 2018,398 400 Hannah Rd San Juan Island WA 98250,West,3450000.0,5,5,100,802810,129,212.,http://www.redfin.com/WA/Friday-Harbor/400-Hannah-Rd-98250/home/16746679
175,Single Family Residential 2018,11 Point Caution Dr Friday Harbor WA 98250,East,610000.0,3,2.5,197,30056,138,92.0,http://www.redfin.com/WA/Friday-Harbor/11-Point-Caution-Dr-98250/home/16749549
176,Single Family Residential 2018,270 Boundary Point Rd San Juan Island WA 98250,San Juan Island,795000.0,2,2.25,184,1632585,138,212.,http://www.redfin.com/WA/Friday-Harbor/270-Boundary-Point-Rd-98250/home/16749243
177,Single Family Residential 2018,349 Shorett Dr San Juan Island WA 98250,West,895000.0,2,2.5,172,21736,139,212.,http://www.redfin.com/WA/Friday-Harbor/349-Shorett-Dr-98250/home/22913028
178,Single Family Residential 2018,57 Olympic View Dr San Juan Island WA 98250,Friday Harbor,539000.0,2,1.75,176,29852,139,212.,http://www.redfin.com/WA/Friday-Harbor/57-Olympic-View-Dr-98250/home/16748139
179,Vacant Land 2018,Cady Mountain Rd San Juan Island WA 98250,Central,335000.0,0,2.69,266,860310,140,212.,http://www.redfin.com/WA/Friday-Harbor/Cady-Mountain-Rd-98250/home/16749967
180,Single Family Residential 2018,7 Brown Island Friday Harbor WA 98250,Brown Island,749000.0,2,1.5,135,30514,140,292.,http://www.redfin.com/WA/Friday-Harbor/7-Brown-Is-98250/home/145545717
181,Vacant Land 2018,705 Mount Dallas Rd San Juan Island WA 98250,West,349000.0,0,2.69,266,839836,144,212.,http://www.redfin.com/WA/Friday-Harbor/705-Mount-Dallas-Rd-98250/home/146465723
182,Single Family Residential 2018,193 Golf Course Rd San Juan Island WA 98250,San Juan Island,1795000.0,4,3.75,396,116789,145,212.,http://www.redfin.com/WA/Friday-Harbor/193-Golf-Course-Rd-98250/home/16749068
183,Single Family Residential 2018,1602 Douglas Rd Friday Harbor WA 98250,San Juan Island,850000.0,3,2,225,437342,145,212.,http://www.redfin.com/WA/Friday-Harbor/1602-Douglas-Rd-98250/home/145512378
184,Single Family Residential 2018,73 Pearlie Lane San Juan Island WA 98250,North,510000.0,3,1.75,179,129809,146,212.,http://www.redfin.com/WA/Friday-Harbor/73-Pearlie-Ln-98250/home/16745952
185,Single Family Residential 2018,350 Armadale Rd San Juan Island WA 98250,Roche Harbor,1140000.0,3,1.75,177,33541,147,212.,http://www.redfin.com/WA/Friday-Harbor/350-Armadale-Rd-98250/home/16746311
186,Single Family Residential 2018,809 Sunday Dr Friday Harbor WA 98250,Town,389000.0,4,2,186,13247,148,212.,http://www.redfin.com/WA/Friday-Harbor/809-Sunday-Dr-98250/home/16749731
187,Vacant Land 2018,900 Eagle Cove Dr San Juan Island WA 98250,South,340000.0,0,2.69,266,20037,151,212.,http://www.redfin.com/WA/Friday-Harbor/900-Eagle-Cove-Dr-98250/home/17509340
188,Single Family Residential 2018,2628 West Valley Rd San Juan Island WA 98250,Central,1495000.0,2,1.5,114,1789050,152,212.,http://www.redfin.com/WA/Friday-Harbor/2628-W-Valley-Rd-98250/home/145365020
189,Vacant Land 2018,668 Carefree Wy San Juan Island WA 98250,West,234000.0,0,2.69,266,174675,154,212.,http://www.redfin.com/WA/Friday-Harbor/668-Carefree-Way-98250/home/145337779
190,Single Family Residential 2018,151 Stormridge Rd San Juan Island WA 98250,West,950000.0,3,1.75,305,572378,154,212.,http://www.redfin.com/WA/Friday-Harbor/151-Stormridge-Rd-98250/home/16748376
191,Single Family Residential 2018,449 Madrona Dr San Juan Island WA 98250,West,879000.0,2,2,164,20020,155,20.0,http://www.redfin.com/WA/Friday-Harbor/449-Madrona-Dr-98250/home/16745693
192,Vacant Land 2018,13 Lot Fern Place San Juan Island WA 98250,West,325000.0,0,2.69,266,23087,155,212.,http://www.redfin.com/WA/Friday-Harbor/13-Lot-Fern-Pl-98250/home/145331235
193,Vacant Land 2018,Capron Rd San Juan Island WA 98250,Central,399000.0,0,2.69,266,650350,158,212.,http://www.redfin.com/WA/Friday-Harbor/Capron-Rd-98250/home/28656621
194,Single Family Residential 2018,130 Harbor Vista Dr Stuart Island WA 98250,Stuart Island,595000.0,2,2,169,40118,158,212.,http://www.redfin.com/WA/Friday-Harbor/130-Harbor-Vista-Dr-98250/home/16745589
195,Single Family Residential 2018,802 Sunday Dr San Juan Island WA 98250,Friday Harbor,435000.0,4,2.25,163,9047,159,212.,http://www.redfin.com/WA/Friday-Harbor/802-Sunday-Dr-98250/home/22085895
196,Vacant Land 2018,Cattle Point Rd Friday Harbor WA 98250,South,240500.0,0,2.69,266,436907,162,212.,http://www.redfin.com/WA/Friday-Harbor/Cattle-Point-Rd-98250/home/143706567
197,Single Family Residential 2018,255 Camp Everhappy Stuart Island WA 98250,Stuart Island,1200000.0,0,2.69,808,136342,165,212.,http://www.redfin.com/WA/Friday-Harbor/255-Camp-Everhappy-Pl-98250/home/16745564
198,Vacant Land 2018,Willows Lane Friday Harbor WA 98250,Friday Harbor,213000.0,0,2.69,266,20908,166,212.,http://www.redfin.com/WA/Friday-Harbor/Unknown-98250/home/22910931
199,Vacant Land 2018,1 Outlook Lane Friday Harbor WA 98250,South,399000.0,0,2.69,266,125410,171,212.,http://www.redfin.com/WA/Friday-Harbor/1-Outlook-Ln-98250/home/113375642
200,Single Family Residential 2018,72 Quail Crossing Rd San Juan Island WA 98250,East,825000.0,3,2.25,235,40777,172,212.,http://www.redfin.com/WA/Friday-Harbor/72-Quail-Crossing-Rd-98250/home/145251925
201,Vacant Land 2018,83 Washington Wy San Juan Island WA 98250,East,259000.0,0,2.69,266,21780,176,212.,http://www.redfin.com/WA/Friday-Harbor/83-Washington-Way-98250/home/22912661
202,Single Family Residential 2018,101 Point Caution San Juan Island WA 98250,East,498000.0,3,2,154,20473,186,212.,http://www.redfin.com/WA/Friday-Harbor/101-Point-Caution-Dr-98250/home/16748143
203,Vacant Land 2018,Lighthouse Lane #27 San Juan Island WA 98250,South,152000.0,0,2.69,266,53988,187,212.,http://www.redfin.com/WA/Friday-Harbor/27-Lighthouse-Ln-98250/unit-27/home/145130748
204,Vacant Land 2018,Lighthouse Lane #26 San Juan Island WA 98250,South,146000.0,0,2.69,266,48787,187,212.,http://www.redfin.com/WA/Friday-Harbor/26-Lighthouse-Ln-98250/unit-26/home/145130694
205,Single Family Residential 2018,34 Wishbone Lane San Juan Island WA 98250,South,1090000.0,3,2.25,294,34304,193,212.,http://www.redfin.com/WA/Friday-Harbor/34-Wishbone-Ln-98250/home/22913720
206,Single Family Residential 2018,153 Nighthawk Lane Friday Harbor WA 98250,San Juan Island,1995000.0,4,4,329,435600,204,212.,http://www.redfin.com/WA/Friday-Harbor/153-Nighthawk-Ln-98250/home/28656477
207,Single Family Residential 2018,89 Walling Rd San Juan Island WA 98250,San Juan Island,1900000.0,3,3.25,457,106280,225,212.,http://www.redfin.com/WA/Friday-Harbor/89-Walling-Rd-98250/home/16751845
208,Vacant Land 2018,1 Little Henry Henry Island WA 98250,Henry Island,597000.0,0,2.69,266,221719,231,212.,http://www.redfin.com/WA/Henry-Island/1-Little-Henry-98250/home/145666965
209,Single Family Residential 2018,Little Henry Henry Island WA 98250,Henry Island,1897500.0,2,1.75,158,674992,231,212.,http://www.redfin.com/WA/Henry-Island/Little-Henry-98250/home/105506336
210,Single Family Residential 2018,3989 Pear Point Rd San Juan Island WA 98250,Town,2650000.0,0,2.69,118,540144,253,212.,http://www.redfin.com/WA/Friday-Harbor/3989-Pear-Point-Rd-98250/home/16746847
211,Vacant Land 2018,Island Drive San Juan Island WA 98250,San Juan Island,95000.0,0,2.69,266,22651,257,212.,http://www.redfin.com/WA/Friday-Harbor/Unknown-98250/home/22913507
212,Vacant Land 2018,290 Willows Lane San Juan Island WA 98250,San Juan Island,399000.0,0,2.69,266,43995,273,212.,http://www.redfin.com/WA/Friday-Harbor/290-Willows-Ln-98250/home/144521708
213,Vacant Land 2018,Carlson Lane Friday Harbor WA 98250,San Juan Island,425000.0,0,2.69,266,1113948,277,212.,http://www.redfin.com/WA/Friday-Harbor/Carlson-Ln-98250/home/144482914
214,Condo/Co-op 2018,355 Spruce St Unit 5A San Juan Island WA 98250,Town,285000.0,2,2,117,1742,285,135.,http://www.redfin.com/WA/Friday-Harbor/355-Spruce-St-98250/unit-5A/home/145334582
215,Condo/Co-op 2018,282 Culver Ave San Juan Island WA 98250,Town,895000.0,4,3.25,182,97298,301,25.0,http://www.redfin.com/WA/Friday-Harbor/282-Culver-Dr-98250/home/103951601
216,Vacant Land 2018,3 Lot Bramblewood Lane San Juan Island WA 98250,East,265000.0,0,2.69,266,141570,302,212.,http://www.redfin.com/WA/Friday-Harbor/3-Bramblewood-Ln-98250/home/144349035
217,Vacant Land 2018,Garry Oak Lane San Juan Island WA 98250,San Juan Island,360000.0,0,2.69,266,94089,305,212.,http://www.redfin.com/WA/Friday-Harbor/Garry-Oak-Ln-98250/home/144327507
218,Single Family Residential 2018,999 Eureka Dr San Juan Island WA 98250,East,1095000.0,2,0.75,112,123710,306,212.,http://www.redfin.com/WA/Friday-Harbor/999-Eureka-Dr-98250/home/22913082
219,Vacant Land 2018,3 Smugglers Rowe Henry Island WA 98250,Henry Island,239000.0,0,2.69,266,94961,309,212.,http://www.redfin.com/WA/Henry-Island/3-Smugglers-Rowe-98250/home/146399602
220,Single Family Residential 2018,576 Journey's End Wy San Juan Island WA 98250,South,685000.0,2,2.25,248,232611,316,212.,http://www.redfin.com/WA/Friday-Harbor/576-Journeys-End-Way-98250/home/16746756
221,Vacant Land 2018,26 Deerhaven Lane San Juan Island WA 98250,Friday Harbor,695000.0,0,2.69,266,241070,324,212.,http://www.redfin.com/WA/Friday-Harbor/26-Deerhaven-Ln-98250/home/144220987
222,Vacant Land 2018,San Juan Dr San Juan Island WA 98250,North,385000.0,0,2.69,266,61010,328,212.,http://www.redfin.com/WA/Friday-Harbor/Unknown-98250/home/22910808
223,Vacant Land 2018,Kittiwake Lane San Juan Island WA 98250,North,103000.0,0,2.69,266,24829,354,212.,http://www.redfin.com/WA/Friday-Harbor/Unknown-98250/home/22913215
224,Vacant Land 2018,Lot H Little Mountain Rd San Juan Island WA 98250,Central,139000.0,0,2.69,266,217800,355,212.,http://www.redfin.com/WA/Friday-Harbor/Lot-H-Little-Mountain-Rd-98250/home/143936716
225,Single Family Residential 2018,350 Vista Wy San Juan Island WA 98250,South,1350000.0,3,2.5,199,56628,369,100.,http://www.redfin.com/WA/Friday-Harbor/350-Vista-Way-98250/home/16752712
226,Single Family Residential 2018,342 Westcott Dr San Juan Island WA 98250,North,869000.0,2,1.75,117,21780,383,212.,http://www.redfin.com/WA/Friday-Harbor/342-Westcott-Dr-98250/home/16746246
227,Vacant Land 2018,374 Wai Mala Lane San Juan Island WA 98250,Central,189900.0,0,2.69,266,206910,390,212.,http://www.redfin.com/WA/Friday-Harbor/374-Wai-Mala-Ln-98250/home/96097223
228,Vacant Land 2018,28 Cobblestone Lane San Juan Island WA 98250,Roche Harbor,195000.0,0,2.69,266,4356,391,212.,http://www.redfin.com/WA/San-Juan-Island/28-Cobblestone-Ln-98250/home/143407131
229,Single Family Residential 2018,181 Teddy Lane San Juan Island WA 98250,Central,639000.0,4,2.5,346,215565,406,212.,http://www.redfin.com/WA/Friday-Harbor/181-Teddy-Ln-98250/home/16750273
230,Vacant Land 2018,Lot 9 Ridgedale Rd San Juan Island WA 98250,East,199000.0,0,2.69,266,341209,411,212.,http://www.redfin.com/WA/Friday-Harbor/9-Ridgedale-Rd-98250/home/143093290
231,Single Family Residential 2018,11 Blue Camas Lane Friday Harbor WA 98250,Central,825000.0,2,1.5,196,305356,417,212.,http://www.redfin.com/WA/Friday-Harbor/11-Blue-Camas-Ln-98250/home/16747208
232,Single Family Residential 2018,585 McDonald St Friday Harbor WA 98250,Friday Harbor,329000.0,2,1.75,136,9400,418,212.,http://www.redfin.com/WA/Friday-Harbor/585-Mcdonald-St-98250/home/16747066
233,Single Family Residential 2018,2014 South Side Rd Stuart Island WA 98250,Stuart Island,698000.0,2,2.75,167,50094,431,212.,http://www.redfin.com/WA/Friday-Harbor/2014-S-Side-Rd-98250/home/146981725
234,Single Family Residential 2018,569 Island Dr Friday Harbor WA 98250,South,689000.0,3,1.75,268,22237,431,50.0,http://www.redfin.com/WA/Friday-Harbor/569-Island-Dr-98250/home/16752621
235,Vacant Land 2018,Petrich Rd San Juan Island WA 98250,North,114950.0,0,2.69,266,38412,439,212.,http://www.redfin.com/WA/Friday-Harbor/Unknown-98250/home/22910768
236,Vacant Land 2018,1744 San Juan Dr Friday Harbor WA 98250,Roche Harbor,348000.0,0,2.69,266,29708,475,212.,http://www.redfin.com/WA/Friday-Harbor/1744-San-Juan-Dr-98250/home/16746714
237,Single Family Residential 2018,429 Madrona Dr San Juan Island WA 98250,West,1249999.0,3,2.75,275,19167,483,212.,http://www.redfin.com/WA/Friday-Harbor/429-Madrona-Dr-98250/home/16745694
238,Vacant Land 2018,856 Mullis St San Juan Island WA 98250,Town,249000.0,0,2.69,266,13503,512,212.,http://www.redfin.com/WA/Friday-Harbor/856-Mullis-St-98250/home/113782451
239,Vacant Land 2018,Reid Harbor Stuart Island WA 98250,Stuart Island,599000.0,0,2.69,266,620716,518,212.,http://www.redfin.com/WA/Unknown/Reid-Harbor-Rd-98250/home/22910794
240,Single Family Residential 2018,137 Raven Ridge Rd San Juan Island WA 98250,Central,149000.0,0,1,331,47044,519,212.,http://www.redfin.com/WA/Friday-Harbor/137-Raven-Ridge-Rd-98250/home/16746159
241,Single Family Residential 2018,346 School Trail Stuart Island WA 98250,Stuart Island,2876000.0,2,1.5,268,1762438,523,212.,http://www.redfin.com/WA/Friday-Harbor/346-School-Trl-98250/home/113718355
242,Single Family Residential 2018,51 Willows Lane San Juan Island WA 98250,North,1399000.0,4,3.5,392,41347,532,212.,http://www.redfin.com/WA/Friday-Harbor/51-Willows-Ln-98250/home/16748921
243,Vacant Land 2018,41 Lot Lighthouse Lane Friday Harbor WA 98250,South,175000.0,0,2.69,266,63402,533,212.,http://www.redfin.com/WA/Friday-Harbor/41-Lighthouse-Ln-98250/home/113654297
244,Single Family Residential 2018,339 High Haro Rd San Juan Island WA 98250,West,1889000.0,3,2.25,472,466092,544,212.,http://www.redfin.com/WA/Friday-Harbor/339-High-Haro-Dr-98250/home/16746547
